#masterid,F0design(GHz),F0measured(GHz),errF0measured(GHz),S31,errS31,Ql,errQl
417,259.683029,240.79892269636346,0.0010374637497129276,0.18481050183177886,0.0005193352200671579,326.1242215097278,1.2960683894496017
243,260.202395,241.24658796969453,0.001168116096598208,0.20827350551234838,0.0006568909511506067,325.6771366689576,1.4526079651047463
392,260.7228,241.7456555159937,0.0010331412480742471,0.1418342641387434,0.000395471046968522,326.22558217170075,1.2864099565715
218,261.244245,242.15749582771386,0.001288361836694722,0.21716738748186556,0.0007678031520289599,332.24737077999043,1.6611675850457068
367,261.766734,242.6720524193566,0.001367754658707374,0.12742637921311994,0.00039687943334598404,276.28806531894367,1.2169199858261897
193,262.290267,243.1512473510593,0.0010398889956324067,0.1855895096410368,0.0005431830666363742,342.20027343482417,1.4164810711170528
342,262.814848,243.64202610502116,0.0010939428672487653,0.13593974829619343,0.0004161243076961652,340.89765363286267,1.4758144830754139
168,263.340477,244.08466119507358,0.0013915029220245175,0.14513000891226244,0.0005544796961048365,335.0647505791722,1.8103059037516018
317,263.867158,244.5511661888007,0.001141546807057102,0.09946559188369096,0.0002909474853773359,313.3068399675954,1.2960234579007428
143,264.394893,245.02172238348078,0.001079268274463675,0.1942203850418352,0.000565495852811451,330.5271379545914,1.3610651767728654
292,264.923683,245.50511347668893,0.0011911921205324412,0.14042160620065655,0.0004236715555602583,310.92725797766417,1.3267266867140264
118,265.45353,245.98631949247084,0.0014663923738868982,0.16034187569341257,0.0005839888887400205,305.52382549024037,1.5738514865826998
440,265.984437,246.46583357557304,0.0008191632145519913,0.08906090293731132,0.0001937161583833469,327.2223615590307,1.0065688998735118
267,266.516406,246.95560946138275,0.0010618879011179076,0.1837481372486456,0.0005405541858937699,342.0915793578255,1.4232679063645273
416,267.049439,247.47032149904248,0.0016170838680109457,0.11736829084076672,0.0004035284640550996,263.0676635095287,1.2790666078148385
242,267.583537,247.9226869263091,0.0012193850637967083,0.20965373050375524,0.0007141243986237267,346.24866356729456,1.6678313801957378
391,268.118705,248.39736711390265,0.0011790377620189121,0.11161455562326662,0.000307545102683792,290.2479495670502,1.1310093560598635
217,268.654942,248.88533993144253,0.0011439276339640764,0.1847687463742761,0.0005988879452593057,352.5847948097297,1.6161320452383792
366,269.192252,249.32774157468538,0.0015346216079678923,0.1190827400449137,0.00043519378384328163,296.8873010987069,1.5344612372000626
192,269.730636,249.77384880394337,0.0010998446267336676,0.16499642453618601,0.00048466210431936593,333.5142842160026,1.3853706108021273
341,270.270098,250.30679823771376,0.0007929005303852031,0.12659211386344374,0.0002832882362458539,353.20997366251186,1.1177895008166818
167,270.810638,250.76087815640014,0.0014758585340739934,0.161364231750258,0.0006118864331437054,322.1884293255274,1.7279769904542974
316,271.352259,251.24881733000126,0.0013650442931514625,0.1129206469105192,0.0003939595835194971,321.0451398406301,1.5839018295278229
142,271.894964,251.73669452184032,0.0008452956602470313,0.20973516095952,0.0005052035558229899,358.66294820855813,1.221754492400213
117,272.983631,252.78672158695866,0.0015317988862510088,0.15991848643203072,0.000604151046700363,311.69403411961554,1.6651677290864921
439,273.529598,253.23826037785136,0.0012382714279678489,0.1557061352093297,0.0005270031541686275,346.13859698865554,1.6569895176919684
266,274.076658,253.73296020114438,0.0008855267953949432,0.16420005252869943,0.00039090338226807956,341.08828801558616,1.1484142849510404
415,274.624811,254.22560194213855,0.0013990177660257814,0.11198850102871626,0.0003949309605910405,320.4415952743993,1.5982331917696424
241,275.17406,254.73031321264125,0.0022612431988152993,0.1300329382216507,0.0006359435480333473,275.43220192248873,1.904809846945311
390,275.724409,255.2656946271197,0.001262907261682355,0.0876961830920708,0.000267132143917068,307.83849164659733,1.3260898669653443
216,276.275857,255.7855055421848,0.0009721332819524117,0.15722965296762687,0.0004582646102895223,383.40080010112325,1.5801986101635834
365,276.828409,256.25324508421306,0.001558580241180814,0.14203966532571727,0.0005797398348325395,335.55971117366096,1.9370350257412452
191,277.382066,256.6705099956624,0.001888835023406649,0.1351140118267033,0.0005958396620807554,299.6057559787743,1.8683995281728818
340,277.93683,257.26835484574207,0.0008151125260403072,0.12309146341559742,0.0002753249101040729,352.98582884290215,1.1165826259353058
166,278.492704,257.7509493300896,0.001413612895373711,0.1705435433074618,0.0006772491852760772,362.0673422286168,2.0335115758523226
315,279.049689,258.18844206519765,0.001910167203512708,0.10770455183381221,0.0004525362553027823,283.917715833289,1.6868510267637513
141,279.607789,258.6333421856943,0.0008765728576027909,0.14215540136034976,0.000368671095263496,382.58456834293764,1.4031587812015884
290,280.167004,259.1467220918972,0.0012370465855858408,0.13406455574237056,0.0004266962342934135,333.37223185392423,1.5005330097218725
116,280.727338,259.76347037179164,0.0023797299281003827,0.1431541443303007,0.0007844584142789478,299.03528374865294,2.3171392724073114
438,281.288793,260.2187915979596,0.0019062680198897125,0.13049800031278652,0.0005831962238673136,305.0486794828598,1.92806900830294
265,281.85137,260.74355039737526,0.0008507835721693201,0.22730317874297254,0.0006421076788606606,432.8787457563186,1.7293518521633133
414,282.415073,261.2345470312502,0.0016525220491197526,0.07141647200818817,0.00025704601010854077,284.5111880689125,1.4482869891366488
240,282.979903,261.74573835650455,0.0020862804385455543,0.1497436526622589,0.0007494261170367234,313.91389324682933,2.2216141984188167
389,283.545863,262.2097791959235,0.0017199327115953694,0.09084990814395136,0.00034484167158902156,289.3208998256341,1.5530017417775124
215,284.112955,262.77384127651254,0.0010298500238779106,0.18489160681426006,0.0005785022390359998,399.13524106386114,1.7659854303617835
364,284.681181,263.24772120434466,0.0018729109979539556,0.09753861305461348,0.00044127886414790804,317.9216338926772,2.0339706875449326
190,285.250543,263.6554578865471,0.0018965171226115486,0.17599547962789652,0.0007995753766153143,315.7509983347439,2.0284632453650335
339,285.821044,264.2819092343893,0.0011679467738134198,0.12445969012871654,0.000348002965015838,316.3504895151424,1.250944460804937
165,286.392686,264.7888266899408,0.001341324004136904,0.22049667681061672,0.0009333606644316693,417.79116928785345,2.5009386411336703
314,286.965472,265.13597550844065,0.0028276705355637505,0.15495688952720688,0.0008825412535885326,266.97820374958275,2.150144731653704
140,287.539403,265.75059748321166,0.0011147453383608616,0.1614252706030418,0.00048637053593532744,359.1336422688582,1.5302435798223981
289,288.114481,266.3230411291574,0.0010961853414491278,0.10328547217520667,0.0003385408773376933,398.17993910228535,1.8457653646047734
115,288.69071,266.847799137358,0.002474794783359026,0.1432639902230554,0.0008026608390362277,301.9911038759605,2.39236435131254
437,289.268092,267.2912505459579,0.0016460126090275444,0.12222183323821434,0.00048183942291245296,320.0786456535882,1.7844761875976247
264,289.846628,267.8253781048035,0.0008452480657971139,0.15471288995064414,0.00040629805520731596,416.0694945231412,1.545280176376998
413,290.426321,268.422615249409,0.002142011904870479,0.11767708679160128,0.0006017524388060744,320.35356358480016,2.3164322892514257
239,291.007174,268.8527710046444,0.0025418927421400777,0.13919321260908907,0.0007597432713544268,288.59756820415527,2.2273521231803732
388,291.589188,269.4394686632128,0.001002142854164381,0.10035465718025752,0.00027317730745297426,365.93656621889573,1.408723921720186
214,292.172367,269.9987036133494,0.001140752376431169,0.19204717414205735,0.0007053551224863887,434.6329061685423,2.2574802452044582
363,292.756711,270.4650774167903,0.0034199865844555264,0.09319453862560885,0.0005878131611802329,249.35516768618638,2.2238751744599146
189,293.342225,270.9671955411371,0.001478223013520831,0.1411182866395504,0.0005705523085539486,370.54840404246977,2.118660043740628
338,293.928909,271.5769628763942,0.001354942900090071,0.09604226186942254,0.0003494245482427219,364.65469475368616,1.8764065490789463
164,294.516767,272.12812386011854,0.0021081463690373337,0.16537985396803687,0.0009026132761308178,352.1977615974617,2.71807198212597
313,295.1058,272.55185727360856,0.0025585865337135793,0.09814591439764414,0.000505317240878398,274.18769566202064,1.9961980041482164
139,295.696012,273.09654481808735,0.0008973866741659541,0.18403625330910606,0.0005288583547814939,437.274967956122,1.777113529847526
288,296.287404,273.7334559733215,0.0018748831750643345,0.12761807761896493,0.0006061418394304204,346.786370672272,2.3297023066761913
114,296.879979,274.16324131910443,0.0023917816581563982,0.13957811098554232,0.0007339371267470836,301.3020802551299,2.2401653702438775
436,297.473739,274.6558544729969,0.0009004307947063605,0.09835647050454802,0.00028054035483936755,435.01180719201307,1.7547235995259376
263,298.068686,275.28444594429084,0.0013984413307102728,0.180835559015511,0.0007362328835493998,400.76603506047553,2.3076957683706314
412,298.664824,275.75196457926666,0.003199083438654907,0.1270939471191353,0.0008316586557171572,281.9708359388283,2.6090056275423703
238,299.262153,276.2007102877612,0.0015299206846454238,0.17600575042161437,0.0007720474590887722,395.93443749885574,2.456066083338075
387,299.860678,276.86443017035134,0.00114877735652347,0.12668980434585742,0.00042008567381529967,399.58353607019404,1.8738160114602556
213,300.460399,277.4743357491973,0.0026552496837095965,0.1499222417122835,0.0009624425097503213,335.3452626892335,3.043914980182346
362,301.06132,277.81892274820575,0.002522772606909203,0.13697692578094056,0.000816630816160356,328.23295610265336,2.767168566554637
188,301.663442,278.47328461476553,0.0009789248536912684,0.15414574854987337,0.0004467990706876337,412.27084424471735,1.6899612348390471
337,302.266769,279.00108494689766,0.0016553710202798911,0.11902388458674372,0.0005490796973373203,388.8309684876633,2.5371136392621194
163,302.871303,279.4550812177926,0.003267895389804761,0.13711256960920606,0.000857355837615952,267.425442033724,2.3653142487678
312,303.477046,280.08044811898947,0.0009678450022468504,0.09367875254180569,0.00024989565956931266,385.97911118770475,1.4561161028958185
138,304.084,280.6817299993653,0.0013881941184192585,0.18395288199208282,0.0007673788719681882,421.75638848798474,2.4882804427412704
287,304.692168,281.1851074715413,0.003092837938036702,0.14296085863536448,0.0009039720355196682,287.51636979910904,2.571662133722644
113,305.301552,281.6004579857068,0.0009729710855276858,0.1978397549172844,0.0006424525460630671,469.9460552290683,2.158260861200817
435,305.912155,282.2201551494707,0.0014305005093775676,0.14228250265272116,0.0005810530141230977,402.83938802637266,2.326534639870493
262,306.523979,282.77058251853913,0.0031455008079804623,0.12809715429254512,0.0008094999602848002,284.1157192066675,2.539645398227181
411,307.137027,283.22737499032667,0.0017724705148189014,0.09917401950320155,0.0004150774439298525,334.40832338650273,1.9794267971860766
237,307.751301,283.8719805343413,0.0009405310367836215,0.18657963471746605,0.0005807420749829631,469.7293984630095,2.06770778901241
386,308.366804,284.38588594050793,0.00329850322072721,0.0895860090921545,0.0005481033307079689,263.6845188637235,2.281079862616457
212,308.983538,284.85565706504644,0.0023036485871421523,0.1585586000065989,0.000852242657132794,332.342173316444,2.5263945711903744
361,309.601505,285.60384056983946,0.0012610777130610202,0.09677592505999272,0.00035530149352092636,415.74230693906946,2.1585938816268775
187,310.220708,286.03735968386354,0.0024003052866314397,0.13255147676111842,0.0007144423626215626,321.17157573082915,2.4482621548577836
336,310.841149,286.5146646059723,0.0029361160456742126,0.1262423182773241,0.0007712359446610252,298.01860773828844,2.5743849536341115
162,311.462831,287.12103267731294,0.001166054434901045,0.1773319188018858,0.0005785691209594736,401.72091929479046,1.853700644983994
311,312.085757,287.77787968144037,0.002571815036730053,0.10826718103681834,0.0006389373645558885,330.14350692435005,2.755129339248831
137,312.709929,288.237644371522,0.0031571513490470868,0.12226021226239236,0.0007717367242653744,288.2025543049995,2.573179163930434
286,313.335348,288.8635718757,0.0013175328624093357,0.13752041543643617,0.00044996690186138065,358.6820992979912,1.6597180756934253
112,313.962019,289.48208106163287,0.001417149089465565,0.20153337479811181,0.0008965069891490442,454.4128704038588,2.8590744451704087
434,314.589943,289.87056662751723,0.0029929713220714833,0.14825439807804847,0.0008895835171576951,290.634021902068,2.466719076783877
261,315.219123,290.4248132914778,0.0009348268631057843,0.19473198446757375,0.0005542391099073519,442.1109897499957,1.7795306716547854
410,315.849561,291.2058855261535,0.0014637510711702488,0.10619808154986982,0.0004883552156384342,457.4767520796096,2.9753635892677246
236,316.48126,291.59990068951697,0.0029999670459254636,0.12890058785445266,0.0007728460390963684,291.3372673966085,2.469911090299185
385,317.114223,292.1207599380345,0.0015811635447107056,0.1155058717345555,0.00046342794150456266,370.63487367839946,2.103050339229036
211,317.748451,292.8571180240133,0.001578859011907252,0.1612928028363839,0.0006961205472045649,400.2896380261403,2.4433001769030307
360,318.383948,293.371064403813,0.003080550304725925,0.10353018141126029,0.0006549167688654085,301.1370486004374,2.6934275593694896
186,319.020716,293.83196004674556,0.001431599235277807,0.19346646108869936,0.0007380474921127872,391.5154384268973,2.1123251644254672
335,319.658758,294.5248188743293,0.0018781440543775149,0.10732024941818365,0.0004197859093946343,306.73769398714455,1.6969776799135674
161,320.298075,295.1596499151544,0.0025195740155314547,0.15661560464914373,0.0009031927183344477,337.731534967073,2.754055324626241
310,320.938671,295.52921302003404,0.0019167880857586638,0.12253696648519453,0.0005199361772883168,327.1031625991248,1.9628514520413147
136,321.580549,296.14938106756864,0.0009958178680180498,0.1919491948133213,0.0005844871315228783,452.76652358852084,1.9496925709810844
285,322.22371,296.808538725286,0.004203494968816143,0.124002670280164,0.000866915723764777,246.76628872987519,2.4393083236689566
111,322.868157,297.26917098208935,0.001855711834987661,0.15515364420357838,0.0006838297665035248,352.995069882668,2.200130123577715
433,323.513893,297.9960082402368,0.001091010613235526,0.1546456933730904,0.0005060784981469517,446.9427393919482,2.068535995741376
260,324.160921,298.59181712866615,0.003021537923529162,0.1337907125471893,0.0008213338745570713,303.2748282730657,2.632583052596446
409,324.809243,299.051983055422,0.002130285219454314,0.10953831102277382,0.0005196339964955112,332.9184701405313,2.233190471595236
235,325.458862,299.6862858436355,0.0008020313975214807,0.20609171919224986,0.0005219794298103851,473.1942245367557,1.6949163292235512
384,326.109779,300.26093599728085,0.002743681586241596,0.08114968829582205,0.0004613154270704717,311.02460780216165,2.5002246634058536
210,326.761999,300.7066552764603,0.002193097256451394,0.16734136291996982,0.0008113020917617007,332.3417171838894,2.278448090264773
359,327.415523,301.392463459209,0.0010663161614929534,0.14685979494537085,0.0004621337776799347,444.7114438074729,1.9790464237018617
185,328.070354,302.0719706051324,0.0032685565650524646,0.12082447045519891,0.0007513918826906995,287.3201862922394,2.5265932567327813
334,328.726495,302.6166450924986,0.0028562302818555285,0.11822340945067074,0.0005949277009407565,266.5542800853193,1.8968133097257174
160,329.383948,303.20821380000586,0.0008233418945126001,0.1795771847684891,0.0004356652593488043,446.73066612098296,1.5327562338016012
309,330.042715,303.96590599428936,0.002955769402859751,0.13258310099278287,0.0008433597463883193,327.14064475598775,2.943365485667757
135,330.702801,304.3674429621311,0.004051375181240024,0.14655764506398702,0.0013085240105570075,335.2748572137294,4.232308502850657
284,331.364206,304.9892874670529,0.00082083562476803,0.16041798867800994,0.00038751001047089106,448.7798819077825,1.533142148722266
110,332.026935,305.55952520096184,0.0029910259790147083,0.10493217465332128,0.0005730676151448976,278.92188951104987,2.153997266317262
432,332.690989,306.11486047231074,0.002015185330734108,0.11604074293114629,0.0004766601720523593,312.00333995944277,1.8125522827939695
259,333.356371,306.64407697612546,0.0008380685632168771,0.19211598018291948,0.0004692926401365431,446.9345741840119,1.544080204780392
408,334.023083,307.15844118415646,0.0024674890008705825,0.10399536883870043,0.000491265512868118,293.99711472651325,1.9639507725388685
234,334.69113,307.67232689384565,0.0017853546517515603,0.15687224412155581,0.0006288893468961684,345.48181125756173,1.958933952540927
383,335.360512,308.53171099335015,0.0010519623455766457,0.11346317023906875,0.00029558672091395584,382.0271549811705,1.407456966746686
209,336.031233,309.0841719881764,0.0026945389906397397,0.10889127945534541,0.000536139819590917,282.36004616488833,1.965925434191386
358,336.703295,309.64992428721746,0.0024147282324745727,0.14175947241283193,0.0007362728908715067,333.04508688982816,2.4464738797721775
184,337.376702,310.1821081851167,0.0021666583719716593,0.1380281877286567,0.0008806076409993585,456.7203360212221,4.12108108498271
159,338.727558,311.10796733829716,0.00181906177422674,0.19558627107347515,0.000985442968256304,430.8657794355532,3.0701693890130586
308,339.405013,312.06286854336963,0.0021965355874140674,0.09645657728224984,0.00041144262317507386,303.0529490870466,1.8283812378482993
134,340.083823,312.6553920861505,0.002490499745992547,0.13412508464795297,0.0006779083099612153,317.28589626080407,2.268089492647707
283,340.763991,313.16468411186423,0.001206660941827626,0.1388972306649081,0.0003906254717624671,364.92872725472677,1.451366104890101
109,341.445519,313.8161991285916,0.001350943967622303,0.16999503088680828,0.0005620147801951197,383.96358056005,1.7951181903904216
431,342.12841,314.56708644643874,0.003218276239156194,0.13751307406421714,0.0007672121673286593,272.72600860650937,2.1522513240100682
258,342.812667,315.15806557715416,0.0016955607427399629,0.09917381237218681,0.00031471867432149775,294.955308854958,1.3238381707356115
407,343.498292,315.8022794651602,0.0013370997862906014,0.13561717556369493,0.00045196486254903427,393.5436045921579,1.8547404376142727
233,344.185289,316.3504913287114,0.0023447615755832507,0.1147264112492744,0.0005279568393473,310.4076996238328,2.0199839701106312
382,344.873659,316.8966452111517,0.001130364577144451,0.12467315691660952,0.00031797319569761055,357.540910699767,1.2897045804744303
208,345.563407,317.63425225914204,0.0016602884995150738,0.1267121354600558,0.0004609149394655747,347.92998415401956,1.7897392463305217
357,346.254534,318.17456374665335,0.0020355871285527446,0.12488762427737905,0.0005186723761370516,324.6005824169673,1.9066139660607526
183,346.947043,318.73969263419025,0.001148565555918548,0.15030545775931575,0.00040361817066381404,372.63535888494533,1.415225816596886
332,347.640937,319.3961004257136,0.0015657447260284513,0.0813050743649028,0.0002723542511819193,341.6463243385458,1.618428453018233
158,348.336219,319.97440515716943,0.002105338585342789,0.13927576309749218,0.000579906281409444,316.38558200572214,1.8629040695665464
307,349.032891,320.603186624487,0.0008680878647521488,0.0992516580751226,0.00020486321020968845,381.1374450008607,1.1125203751253416
133,349.730957,321.2183176541408,0.0018000835101446414,0.1344610563511803,0.0005175952599309026,343.4750247394235,1.869922372320392
282,350.430419,321.76174811398374,0.002186021632985767,0.10822434511209957,0.0004517671211275356,307.159599088301,1.8130369776256057
